MAverageSpeed,MmovementAccuracy,MclickingAccuracy,DirectionChanges,inactivityDuration
2810.6950386325493,0.15847106226421878,0.5,0.0037831181603849994,0.2616386413574219
9756.971916811632,0.9604610437666815,1.0,0.0010405135111077896,1.7712013721466064
3136.197198001586,0.2575122359898119,0.125,0.004275513809996543,1.4011867046356201
3529.8532576538764,0.22783576891273574,0.5,0.0008591155861965621,1.1197659969329834
8653.060592192103,0.9311600750446963,1.0,0.0023387327783452967,1.8782153129577637
6589.234462776238,0.9740088013849143,1.0,0.0,0.25702476501464844
