totalWorkingTime,sessionLength,sessionNumber,timeOfDay,weekDay,activityTime,kSpeed,kAccuracy,avgTime,ClusterLength,MAverageSpeed,MmovementAccuracy,MclickingAccuracy,DirectionChanges
35.57,28.84,1,4,0,13.5,9.57,0.98,0.12,14.4,5746.0,0.58,0.69,0.0
62.06,0.81,1,4,0,13.5,,,,,,,,
